event_id,menu_hint,event_name,event_dt,selection_id,selection_name,win_lose,bsp,ppwap,morningwap,ppmax,ppmin,ipmax,ipmin,morningtradedvol,pptradedvol,iptradedvol
245584640,Redcliffe (AUS) 14th Jul,R1 1780m Pace M,14-07-2025 09:03,38936330,3. The Harris Hawk,0,21.00000000,18.1965,8.7450,20.00,16.50,1.00,1001.00,794.58,224.68,410.76
245555160,Scone (AUS) 14th Jul,R4 1600m Hcap,14-07-2025 05:10,85813739,4. Pop Quiz,0,50.00000000,36.5801,23.4610,50.00,21.00,50.00,42.00,431.91,205.49,97.95
245586670,Globe Derby (AUS) 14th Jul,R10 2230m Trot M,14-07-2025 09:26,26435640,2. Winsome Ruby,0,80.00000000,41.4779,28.7455,80.00,65.00,1.00,1001.00,243.44,143.17,100.27
245586722,Pinjarra (AUS) 14th Jul,R6 2185m Pace M,14-07-2025 08:11,23246989,8. Sundancer Rainbow,0,28.00000000,26.1047,21.5025,36.00,24.00,65.00,65.00,528.62,390.76,62.15
245555170,Scone (AUS) 14th Jul,R6 1200m Hcap,14-07-2025 06:25,78534807,2. So Country,0,13.50000000,9.6144,9.0392,13.50,11.00,1.00,1001.00,1534.97,1293.58,241.39
245584597,Menangle (AUS) 14th Jul,R6 1609m Pace M,14-07-2025 07:15,57315749,9. Lord Memnock,0,50.00000000,29.9261,28.2418,38.00,32.00,75.00,75.00,152.78,125.59,27.19
245584591,Menangle (AUS) 14th Jul,R4 1609m Pace M,14-07-2025 06:03,38946653,2. Halloween,0,11.55256191,6.3394,6.6250,1.00,1001.00,1.00,1001.00,642.79,347.12,268.69
245584642,Redcliffe (AUS) 14th Jul,R2 1780m Pace M,14-07-2025 09:38,63324750,1. Feelin Flirty,0,70.84035271,86.4205,50.2522,130.00,90.00,1.00,1001.00,209.31,118.13,41.85
245555160,Scone (AUS) 14th Jul,R4 1600m Hcap,14-07-2025 05:10,4843730,8. Our Warrior,0,82.28762970,67.1018,52.4350,80.00,65.00,1.00,1001.00,303.73,206.42,30.01
245555150,Scone (AUS) 14th Jul,R2 1200m Mdn,14-07-2025 03:55,85813735,4. Hannahs Bridge,0,9.00000000,7.6341,6.8877,12.50,7.60,1.00,1001.00,4416.82,3820.14,596.68
245584591,Menangle (AUS) 14th Jul,R4 1609m Pace M,14-07-2025 06:03,5150898,7. Playful Miss,0,8.20000000,5.3505,5.2402,1.00,1001.00,1.00,1001.00,344.19,232.88,110.87
