event_id,menu_hint,event_name,event_dt,selection_id,selection_name,win_lose,bsp,ppwap,morningwap,ppmax,ppmin,ipmax,ipmin,morningtradedvol,pptradedvol,iptradedvol
245525863,Pakenham (AUS) 14th Jul,To Be Placed,14-07-2025 04:00,85854822,3. Punic War,0,9.10335425,1.0000,5.1972,1.00,1001.00,1.00,1001.00,381.28,0.00,0.00
245584592,Menangle (AUS) 14th Jul,To Be Placed,14-07-2025 06:03,12199924,1. Dream To Dance,0,11.00000000,1.0000,7.8589,1.00,1001.00,1.00,1001.00,8.42,0.00,0.00
245584586,Menangle (AUS) 14th Jul,To Be Placed,14-07-2025 04:50,42729313,4. Andover Sun,0,38.00000000,1.0000,13.7250,1.00,1001.00,1.00,1001.00,13.02,0.00,0.00
245584633,Hamilton (AUS) 14th Jul,To Be Placed,14-07-2025 05:53,20656273,3. Village Voice,0,12.00000000,1.0000,6.6270,1.00,1001.00,1.00,1001.00,32.08,0.00,0.00
245586723,Pinjarra (AUS) 14th Jul,To Be Placed,14-07-2025 08:11,23246989,8. Sundancer Rainbow,1,4.60000000,1.0000,4.0063,1.00,1001.00,1.00,1001.00,315.49,0.00,0.00
245584629,Hamilton (AUS) 14th Jul,To Be Placed,14-07-2025 04:42,85815273,3. Castles In The Sky,0,15.66244346,1.0000,9.4756,1.00,1001.00,1.00,1001.00,44.76,0.00,0.00
245586723,Pinjarra (AUS) 14th Jul,To Be Placed,14-07-2025 08:11,46652117,2. Spiritofanangel,0,3.30000000,1.0000,2.4855,1.00,1001.00,1.00,1001.00,586.83,0.00,0.00
245555176,Scone (AUS) 14th Jul,To Be Placed,14-07-2025 07:05,74853535,12. Fort Jefferson,0,65.00000000,1.0000,2.2629,1.00,1001.00,1.00,1001.00,26.01,0.00,0.00
245556141,Mount Isa (AUS) 14th Jul,To Be Placed,14-07-2025 04:55,5456099,5. Benevento,1,1.16000000,1.0000,1.1080,1.00,1001.00,1.00,1001.00,1380.67,0.00,0.00
245584631,Hamilton (AUS) 14th Jul,To Be Placed,14-07-2025 05:17,42492780,4. Hanover Jack,0,4.85000000,1.0000,5.0848,1.00,1001.00,1.00,1001.00,2.64,0.00,0.00
245555176,Scone (AUS) 14th Jul,To Be Placed,14-07-2025 07:05,64342544,13. Geewiz Johnny,1,4.09913992,1.0000,3.8247,1.00,1001.00,1.00,1001.00,593.51,0.00,0.00
245586659,Globe Derby (AUS) 14th Jul,To Be Placed,14-07-2025 06:13,60267738,5. Carramar Sanchez,0,4.10000000,1.0000,2.8461,1.00,1001.00,1.00,1001.00,41.15,0.00,0.00
245586659,Globe Derby (AUS) 14th Jul,To Be Placed,14-07-2025 06:13,83679652,1. Giamatti,0,32.62531120,1.0000,1.3678,1.00,1001.00,1.00,1001.00,4.73,0.00,0.00
245584583,Menangle (AUS) 14th Jul,To Be Placed,14-07-2025 04:15,66089043,9. Military Merit,0,3.04150409,1.0000,2.4915,1.00,1001.00,1.00,1001.00,66.07,0.00,0.00
245525887,Pakenham (AUS) 14th Jul,To Be Placed,14-07-2025 05:30,85854853,12. Merman,0,11.00000000,1.0000,7.7535,1.00,1001.00,1.00,1001.00,196.88,0.00,0.00
245555156,Scone (AUS) 14th Jul,To Be Placed,14-07-2025 04:35,72641813,11. Penique,0,98.70497808,1.0000,20.3017,1.00,1001.00,1.00,1001.00,7.39,0.00,0.00
245584653,Redcliffe (AUS) 14th Jul,To Be Placed,14-07-2025 12:05,28276001,7. Rocknroll Da Gama,1,2.19779200,1.0000,2.3999,1.00,1001.00,1.00,1001.00,1.40,0.00,0.00
245584647,Redcliffe (AUS) 14th Jul,To Be Placed,14-07-2025 10:41,19451379,2. Mammals Destiny,0,13.50000000,1.0000,11.3504,1.00,1001.00,1.00,1001.00,56.41,0.00,0.00
245584643,Redcliffe (AUS) 14th Jul,To Be Placed,14-07-2025 09:38,57056700,4. Rightyo,1,2.00896084,1.0000,1.3637,1.00,1001.00,1.00,1001.00,224.71,0.00,0.00
245555166,Scone (AUS) 14th Jul,To Be Placed,14-07-2025 05:50,40785691,8. Newfangled Jill,0,10.42977866,1.0000,8.9548,1.00,1001.00,1.00,1001.00,111.74,0.00,0.00
245586665,Globe Derby (AUS) 14th Jul,To Be Placed,14-07-2025 08:03,70634971,8. Ceeubetty,0,4.90000000,1.0000,3.7620,1.00,1001.00,1.00,1001.00,71.43,0.00,0.00
245584631,Hamilton (AUS) 14th Jul,To Be Placed,14-07-2025 05:17,12456447,7. Creative Lad,0,4.75000000,1.0000,4.6081,1.00,1001.00,1.00,1001.00,47.58,0.00,0.00
